train_time,dataset,test_acc,inside_labels,unknown_labels,epochs,max_epochs,bayesian_prediction_std__bal_acc,bayesian_prediction_std__f1_score,bayesian_prediction_std__auc,bayesian_entropy__bal_acc,bayesian_entropy__f1_score,bayesian_entropy__auc
148.532475233078,mnist,0.9938590027020389,"[0, 1, 4, 8]","[7, 9]",25.0,100.0,0.8147967005955972,0.8221221490692799,0.8858079027882021,0.8095453043544232,0.8174621801315326,0.8796279641199136
151.325612783432,mnist,0.9923851633505282,"[0, 1, 4, 8]","[7, 9]",27.0,100.0,0.8422762661295766,0.8484057082105966,0.9053568493767993,0.8360605309144273,0.8413948000319015,0.8987110974448149
108.11373448371887,mnist,0.9926308032424466,"[0, 1, 4, 8]","[7, 9]",19.0,100.0,0.8441181191120548,0.8462088580749014,0.917717988994424,0.8379482534495726,0.840123647658786,0.9103702510146846
539.2203810214996,mnist,0.9882968127490039,"[2, 4, 7, 8]","[3, 6]",99.0,100.0,0.9106556207838505,0.9079341051603972,0.960777780313011,0.9094886521077921,0.9066516540260554,0.9648464781312995
543.3910551071167,mnist,0.9885458167330677,"[2, 4, 7, 8]","[3, 6]",99.0,100.0,0.9054305689703431,0.9026534606133826,0.9583793188798592,0.905624684526708,0.9026304284626948,0.961491217649323
534.1365904808044,mnist,0.9845617529880478,"[2, 4, 7, 8]","[3, 6]",99.0,100.0,0.8729255784603958,0.8745030966361448,0.9380142837514484,0.8735780331721308,0.8728971630764539,0.943411612514087
530.7453453540802,mnist,0.9894313034725717,"[2, 3, 6, 8]","[0, 5]",99.0,100.0,0.8807452584963067,0.8782999099551119,0.9401539108684056,0.879910394478918,0.8780499604961997,0.9404769664349324
530.4476647377014,mnist,0.98842476094615,"[2, 3, 6, 8]","[0, 5]",99.0,100.0,0.8642514863928044,0.8635803729133706,0.9276674164447337,0.8627825714377353,0.8620869489664691,0.9275621341318473
530.8796110153198,mnist,0.9899345747357826,"[2, 3, 6, 8]","[0, 5]",99.0,100.0,0.8814791182389318,0.8794066771440032,0.9384002455537306,0.880385251932541,0.8789046979702702,0.9373794069249836
525.2732579708099,mnist,0.9851434426229508,"[3, 5, 7, 8]","[2, 4]",99.0,100.0,0.9105345869535109,0.9095389734539705,0.9565096678440332,0.911822963935065,0.9107123130640412,0.9646608009172617
