train_time,dataset,test_acc,inside_labels,unknown_labels,max_epochs,bayesian_prediction_std_bal_acc,bayesian_prediction_std_f1_score,bayesian_prediction_std_auc,bayesian_entropy_bal_acc,bayesian_entropy_f1_score,bayesian_entropy_auc
470.4034860134125,mnist,0.990665684107099,"[0, 1, 4, 8]","[7, 9]",100.0,0.7788041585935985,0.7970553651360959,0.8431153171998668,0.7735600556203847,0.7925320797535358,0.8398923981143541
469.154390335083,mnist,0.9869810857283223,"[0, 1, 4, 8]","[7, 9]",100.0,0.7444056188883454,0.7705859241653226,0.8079447590469577,0.7392554710987841,0.7662710663229247,0.803689609634537
468.8817665576935,mnist,0.9891918447555883,"[0, 1, 4, 8]","[7, 9]",100.0,0.71327969911612,0.7509885418546866,0.7705294549495681,0.7094958648401789,0.7503931796990957,0.7686745329497009
1831.028959274292,mnist,0.9813247011952191,"[2, 4, 7, 8]","[3, 6]",100.0,0.7767351342400972,0.7919998300933748,0.8471188701369821,0.7762134275289281,0.7927080681120192,0.8469349692862018
1374.255170583725,mnist,0.9823207171314741,"[2, 4, 7, 8]","[3, 6]",100.0,0.7817633810898857,0.7917525274336739,0.8543306232242346,0.7808992987508294,0.791872349668407,0.8549454448143681
1835.4648582935333,mnist,0.9820717131474104,"[2, 4, 7, 8]","[3, 6]",100.0,0.7691845376334723,0.7825227750961563,0.8386775358724464,0.7696230310114948,0.7828019591406451,0.8377277121593307
1369.6866300106049,mnist,0.9811273276295923,"[2, 3, 6, 8]","[0, 5]",100.0,0.8554981968996216,0.852196978232198,0.9214010289316765,0.8614312257074698,0.8584941219369376,0.9272038834998506
1828.1832976341248,mnist,0.9879214896829391,"[2, 3, 6, 8]","[0, 5]",100.0,0.8562268313702521,0.8568125018435244,0.9248107704896463,0.8618668526357074,0.8629301061287288,0.9313305806470996
1380.8941452503204,mnist,0.9813789632611978,"[2, 3, 6, 8]","[0, 5]",100.0,0.8659496365200914,0.8616518058515041,0.9237135143478349,0.8706580311324923,0.8690256551998097,0.9305473844311569
1356.5029120445251,mnist,0.984375,"[3, 5, 7, 8]","[2, 4]",100.0,0.8042548684757886,0.809824440813997,0.8687212790961518,0.8037793418126415,0.8099563812115035,0.8716885933647119
1802.7407612800598,mnist,0.9846311475409836,"[3, 5, 7, 8]","[2, 4]",100.0,0.8149739170105998,0.8172015463649954,0.8778314280608188,0.8120074167735137,0.8172670260851201,0.8779830646440591
1809.99409532547,mnist,0.9833504098360656,"[3, 5, 7, 8]","[2, 4]",100.0,0.8146344859834238,0.8182923285549698,0.8769931441313725,0.8128638989277517,0.8173967894942235,0.8766527540441442
885.1218509674072,mnist,0.9805876180482687,"[0, 4, 5, 6]","[1, 3]",100.0,0.8164103928631622,0.821253909241441,0.8941249420253784,0.8149461660107646,0.8202308623103161,0.8937430946288574
888.3919880390167,mnist,0.9821615949632738,"[0, 4, 5, 6]","[1, 3]",100.0,0.8135737038350999,0.815686132466078,0.8921266181310616,0.8121880480913104,0.8146991767622517,0.8898046810013757
885.1425211429596,mnist,0.9821615949632738,"[0, 4, 5, 6]","[1, 3]",100.0,0.8058706995254468,0.8086017223041573,0.8858739562297122,0.8025410675345093,0.8037114529532907,0.8817847826318286
464.0207989215851,mnist,0.9810462471569371,"[0, 3, 6, 9]","[1, 5]",100.0,0.7348905722385154,0.7571418168058919,0.7936029133403207,0.7323828488473338,0.7568042780463424,0.7921412656173386
916.908937215805,mnist,0.9833206974981046,"[0, 3, 6, 9]","[1, 5]",100.0,0.7225796516537246,0.753085284956369,0.7909278352850917,0.722182572305424,0.7528365115730822,0.7901257303361735
463.60133361816406,mnist,0.9802880970432145,"[0, 3, 6, 9]","[1, 5]",100.0,0.6834714762141282,0.7267939489105596,0.7377471098673289,0.6833140363525378,0.7264238583089576,0.7372244972598864
940.2280373573303,mnist,0.9838076545632973,"[1, 6, 8, 9]","[3, 4]",100.0,0.7407874888119738,0.7656091935900321,0.7886776999971048,0.7344827364936799,0.7622765040666867,0.7842508425869816
469.53136587142944,mnist,0.9823356231599607,"[1, 6, 8, 9]","[3, 4]",100.0,0.7262043503274034,0.7547507907544696,0.7756507961149153,0.7172754662751794,0.7509841289153499,0.7676699924227072
470.60024547576904,mnist,0.9801275760549558,"[1, 6, 8, 9]","[3, 4]",100.0,0.7088141582958887,0.7448277992630736,0.7595054655842153,0.7009819764458245,0.7412772103669929,0.7521313944015885
908.4034538269043,mnist,0.9832995951417004,"[0, 2, 4, 6]","[5, 9]",100.0,0.8389514101990039,0.841903041436584,0.8995564021696577,0.8362675134560877,0.8389389255586391,0.8975340021907452
907.1061820983887,mnist,0.9838056680161943,"[0, 2, 4, 6]","[5, 9]",100.0,0.8586021796154137,0.8574932575278646,0.9204145794872446,0.8586849746399612,0.8566097467945203,0.920198336146612
909.1970074176788,mnist,0.9822874493927125,"[0, 2, 4, 6]","[5, 9]",100.0,0.8162933492253603,0.8193984599446407,0.8824839477149962,0.8179715388960831,0.8197485376011404,0.8825156459134891
1356.3549268245697,mnist,0.9808129260287806,"[2, 5, 7, 9]","[0, 8]",100.0,0.8319546761455653,0.8325992356909099,0.9061892929749265,0.8349688123494899,0.8359954669632526,0.9080560248221875
1356.9491362571716,mnist,0.980308003029538,"[2, 5, 7, 9]","[0, 8]",100.0,0.8479766266451025,0.8456524740655061,0.920725265957529,0.8497664835340645,0.848321912078457,0.921599518190979
