experiment_name,train_time,dataset,test_acc,inside_labels,unknown_labels,epochs,pred_std__bal_acc,pred_std__f1_score,pred_std__auc,entropy__bal_acc,entropy__f1_score,entropy__auc,entropy_expectation__bal_acc,entropy_expectation__f1_score,entropy_expectation__auc,variation_ratio__bal_acc,variation_ratio__f1_score,variation_ratio__auc,classifier__bal_acc,classifier__f1_score,classifier__auc
7.5,450.07794165611267,svhn,0.9667021585519311,"[1, 6, 8, 9]","[3, 4]",100.0,0.7982027356400796,0.7990928958004356,0.9050752549808787,0.7993768948702615,0.7972895911196011,0.90388862433558,0.7934443715253496,0.7898691106555547,0.8946384671266095,0.7962589403545686,0.7962418088013329,0.88403929017132,0.7988745743075898,0.7998749805606732,0.9051701707664344
8.1,439.0199954509735,svhn,0.968151640527278,"[0, 2, 4, 6]","[5, 9]",100.0,0.7922336310283014,0.7902868529068183,0.8940123308355554,0.7967558984725819,0.7917062352084276,0.8950356891818761,0.7948634007978377,0.7898233497313786,0.8915456851070263,0.7882506713821749,0.7875239810857625,0.8601114204886882,0.7979992047813496,0.7916663251626221,0.8946123314297013
8.2,439.4615180492401,svhn,0.9710381987876455,"[0, 2, 4, 6]","[5, 9]",100.0,0.799317801532884,0.800818328006931,0.8985552024972607,0.803818992760255,0.8018302744397215,0.9009686515481871,0.8022646856566614,0.8018881757765824,0.9006075924569232,0.7965919955072538,0.7986637493198894,0.8656212025213568,0.8035909207808772,0.8014202010839458,0.9011994276725709
8.3,438.9353621006012,svhn,0.9696911382661406,"[0, 2, 4, 6]","[5, 9]",100.0,0.8036238079753513,0.8030249403483198,0.9072018143231714,0.8056127057358508,0.8043453551093286,0.9091858692658124,0.8049765354951979,0.8029597610128583,0.9086500075340986,0.8004009953310461,0.7994018957381606,0.8695842580414743,0.8039907283715529,0.8040057969950426,0.9093807944686347
8.4,439.21595311164856,svhn,0.971615510439719,"[0, 2, 4, 6]","[5, 9]",100.0,0.8266013102942962,0.8235487431172036,0.9142329478922595,0.8288073610384268,0.8249815920034488,0.9157394003979785,0.8294116786190046,0.8228159191989958,0.9145156251263591,0.8230596448378125,0.8201844377305858,0.8830595834146846,0.8296131796772905,0.8252705726318617,0.9148150415926803
8.5,439.46242117881775,svhn,0.9695949196574618,"[0, 2, 4, 6]","[5, 9]",100.0,0.795566133111645,0.7961765601491371,0.9004756549590791,0.7991041620032782,0.7975653326907917,0.9018950320995511,0.8010595592791647,0.7978741071622634,0.9005358328496271,0.7910295214649334,0.7951414876661869,0.8596936534832869,0.7992252723214701,0.7974621689626773,0.901990520404039
9.1,423.6174039840698,svhn,0.9702375086232384,"[2, 5, 7, 9]","[0, 8]",100.0,0.8105055043583316,0.8143232422268328,0.9030234639020485,0.8112061361176286,0.8158226392202974,0.9048329197050452,0.809770827225724,0.8115497292288447,0.900620726296915,0.8068730120962337,0.8129752431628106,0.8743394976625434,0.8107057442324024,0.8153250017445032,0.9017576233959781
9.2,424.07675647735596,svhn,0.9694490982556421,"[2, 5, 7, 9]","[0, 8]",100.0,0.8108527918285036,0.8149206965677329,0.9040228345271467,0.8153719629258673,0.8166932315325306,0.9077925657011469,0.8154679821309527,0.81757129475151,0.9086038905676491,0.8068557599266366,0.8131152647011495,0.8667412567032906,0.8151178731789044,0.8174631508701218,0.9062394372312772
9.3,423.7752420902252,svhn,0.9663940080812062,"[2, 5, 7, 9]","[0, 8]",100.0,0.7925237648862795,0.7979087356770802,0.8880706794955119,0.7920398215685762,0.798560275957379,0.8908558097102314,0.7900504455230015,0.7949873208922427,0.8875606384402627,0.7897384894816353,0.7955510289309697,0.8595390291360538,0.7926144522042642,0.7986644326772029,0.8865063464515734
9.4,424.0046217441559,svhn,0.9697447521434907,"[2, 5, 7, 9]","[0, 8]",100.0,0.7988223581495214,0.8058947844081759,0.9022771279339766,0.8024207423954872,0.8074728118393412,0.904962980411017,0.8042149672594692,0.8074084652034429,0.904134477566441,0.7967345165608839,0.80358977631337,0.8674600984311172,0.8028441560918856,0.8073299151398252,0.9041218635374946
9.5,423.8841485977173,svhn,0.9712230215827338,"[2, 5, 7, 9]","[0, 8]",100.0,0.8132834332896679,0.8160061941433856,0.9033784096480242,0.8158443862820923,0.8183524191521114,0.9068678843404012,0.8157108322984616,0.8167059298656689,0.9072580348738934,0.8077478173369974,0.81255678066064,0.8701889136195798,0.8168900170821275,0.8186967933822386,0.9061160763710401
10.1,538.5794551372528,svhn,0.970197904540163,"[1, 2, 6, 8]","[4, 9]",100.0,0.826316211762373,0.8209877619146945,0.910894056589011,0.8260623941596806,0.820884788941176,0.911125467186683,0.823166140296557,0.816778718401119,0.9058206487069453,0.8227695968510771,0.8186748163469029,0.8884229933358785,0.8260735206785409,0.8205541107445915,0.9105206338752467
10.2,537.8209631443024,svhn,0.9699650756693831,"[1, 2, 6, 8]","[4, 9]",100.0,0.8191667326660068,0.8158610712375822,0.9065931906645137,0.8210612201697984,0.8158003972473776,0.9066861477222554,0.8182310348974784,0.8113770943978968,0.9007193782050017,0.817957247877126,0.8137375458740024,0.8763576709428461,0.8197122956388966,0.8162748008361016,0.9066501536698912
10.3,539.7034742832184,svhn,0.9667830811020567,"[1, 2, 6, 8]","[4, 9]",100.0,0.8127737249182032,0.8071021504272833,0.9088689044179766,0.813337024868212,0.806245213623492,0.9092664162855917,0.8110714706901891,0.801748668058549,0.9047674090123005,0.8105804990442669,0.8060321619445083,0.8821555928976836,0.8137988241725645,0.8066760651516535,0.9088974761744086
10.4,539.7465469837189,svhn,0.970197904540163,"[1, 2, 6, 8]","[4, 9]",100.0,0.8155890197304875,0.8133169749772448,0.9016765707256483,0.8164299052505739,0.8136339272775784,0.901311490036438,0.8156100327008169,0.8075414145268193,0.8959572554833768,0.8123582455838689,0.8110949565152713,0.8727849550276342,0.8168262607962975,0.8144524346881546,0.9019819249258189
10.5,537.8763537406921,svhn,0.9705083430345363,"[1, 2, 6, 8]","[4, 9]",100.0,0.8234529447071133,0.818867320645805,0.9113729773330302,0.8227575480723841,0.819224615754848,0.9103738812887359,0.8173512187160721,0.8125487061053275,0.9024918499795404,0.8209909359689882,0.8168047126023379,0.8887832819811023,0.8239958057247482,0.8187366962977538,0.9112870772584506
