experiment_name,train_time,dataset,test_acc,inside_labels,unknown_labels,epochs,pred_std__bal_acc,pred_std__f1_score,pred_std__auc,entropy__bal_acc,entropy__f1_score,entropy__auc,entropy_expectation__bal_acc,entropy_expectation__f1_score,entropy_expectation__auc,variation_ratio__bal_acc,variation_ratio__f1_score,variation_ratio__auc,classifier__bal_acc,classifier__f1_score,classifier__auc
1.1,530.1395285129547,cifar10,0.93475,"[0, 1, 4, 8]","[7, 9]",200.0,0.6371249999999999,0.6666666666666666,0.674823875,0.642625,0.6802959501557632,0.6950833125,0.642625,0.6802959501557632,0.6950840625000001,0.5,0.6666666666666666,0.5,0.612625,0.6803581857115047,0.69108003125
1.2,528.470671415329,cifar10,0.9385,"[0, 1, 4, 8]","[7, 9]",200.0,0.68075,0.6756428918000971,0.7208979999999999,0.68625,0.6981786643538596,0.7477836875,0.68625,0.6981786643538596,0.74778425,0.5,0.6666666666666666,0.5,0.66125,0.6981991755261445,0.7464447187500001
1.3,528.4220650196075,cifar10,0.93775,"[0, 1, 4, 8]","[7, 9]",200.0,0.6527499999999999,0.668450986952158,0.6886095625,0.657,0.6932845677130955,0.715517375,0.657,0.6932845677130955,0.7155183125,0.5,0.6666666666666666,0.5,0.6445000000000001,0.6930331609370246,0.7121160625
1.4,529.361255645752,cifar10,0.9325,"[0, 1, 4, 8]","[7, 9]",200.0,0.6400000000000001,0.6666666666666666,0.6768419687499999,0.646625,0.6761802189912045,0.69810325,0.646625,0.6761802189912045,0.6981036875,0.5,0.6666666666666666,0.5,0.6134999999999999,0.6756808227004379,0.6955555312499999
1.5,528.9184489250183,cifar10,0.93675,"[0, 1, 4, 8]","[7, 9]",200.0,0.66625,0.6761414503133394,0.7077986875000001,0.67075,0.6930176565008026,0.7274718124999999,0.67075,0.6930176565008026,0.72747040625,0.5,0.6666666666666666,0.5,0.64825,0.692870751027775,0.7256352812500001
2.1,529.3959846496582,cifar10,0.89875,"[2, 4, 7, 8]","[3, 6]",200.0,0.626625,0.6667222268522377,0.6413953125,0.641,0.6808854745779843,0.6903131875000001,0.641,0.6808854745779843,0.6903127499999999,0.5,0.6666666666666666,0.5,0.64025,0.6799917576756644,0.6883303125000001
2.2,530.0549929141998,cifar10,0.89325,"[2, 4, 7, 8]","[3, 6]",200.0,0.65825,0.6667777962993833,0.6664350625000001,0.6805000000000001,0.7007711523840556,0.73594528125,0.6805000000000001,0.7007711523840556,0.7359442812500001,0.5,0.6666666666666666,0.5,0.679,0.7001409825398547,0.7349436562499999
2.3,528.9317767620087,cifar10,0.88975,"[2, 4, 7, 8]","[3, 6]",200.0,0.608375,0.6666666666666666,0.6233815312500001,0.617875,0.6744706489929421,0.6621585625,0.617875,0.6744706489929421,0.6621588749999999,0.5,0.6666666666666666,0.5,0.612375,0.6722848215131143,0.66058596875
2.4,529.4568045139313,cifar10,0.89425,"[2, 4, 7, 8]","[3, 6]",200.0,0.622875,0.6667222268522377,0.6347368437500001,0.638625,0.6805487022599428,0.68725065625,0.638625,0.6805487022599428,0.6872511875,0.5,0.6666666666666666,0.5,0.6376250000000001,0.6800122561536104,0.68590496875
2.5,529.153954744339,cifar10,0.89275,"[2, 4, 7, 8]","[3, 6]",200.0,0.624875,0.6666666666666666,0.63701725,0.6465000000000001,0.6798499138018456,0.6959146875,0.6465000000000001,0.6798499138018456,0.6959147812500001,0.5,0.6666666666666666,0.5,0.646375,0.6790991541832263,0.69572709375
3.1,529.5672092437744,cifar10,0.86875,"[2, 3, 6, 8]","[0, 5]",200.0,0.6465000000000001,0.6666666666666666,0.66202246875,0.663375,0.682360326428123,0.7093149062499999,0.663375,0.682360326428123,0.70931546875,0.5,0.6666666666666666,0.5,0.661,0.68233319345363,0.7091476875
3.2,529.1543252468109,cifar10,0.8755,"[2, 3, 6, 8]","[0, 5]",200.0,0.6612499999999999,0.6666666666666666,0.6736198124999999,0.692875,0.6894063627418826,0.7366734375,0.692875,0.6894063627418826,0.73667284375,0.5,0.6666666666666666,0.5,0.6921250000000001,0.6889243391066545,0.735635375
