experiment_name,train_time,dataset,test_acc,inside_labels,unknown_labels,epochs,pred_std__bal_acc,pred_std__f1_score,pred_std__auc,entropy__bal_acc,entropy__f1_score,entropy__auc,entropy_expectation__bal_acc,entropy_expectation__f1_score,entropy_expectation__auc,variation_ratio__bal_acc,variation_ratio__f1_score,variation_ratio__auc,classifier__bal_acc,classifier__f1_score,classifier__auc
1.1,529.6220545768738,cifar10,0.9295,"[0, 1, 4, 8]","[7, 9]",100.0,0.658625,0.6765390705038651,0.7088156875,0.6581250000000001,0.6773347798571557,0.70878103125,0.65825,0.6764237355635204,0.7078125625,0.608375,0.6725526341321433,0.6101681875,0.6548750000000001,0.6845271667606693,0.7139706250000001
1.2,509.41076374053955,cifar10,0.9305,"[0, 1, 4, 8]","[7, 9]",100.0,0.686875,0.7055146688174211,0.7533388125,0.688,0.708636836628512,0.7581776875,0.689125,0.7098509933774835,0.758914375,0.656875,0.7021233974358976,0.6661365625,0.687,0.7101822503961965,0.759039625
1.3,508.91614031791687,cifar10,0.935,"[0, 1, 4, 8]","[7, 9]",100.0,0.6547499999999999,0.6865671641791046,0.7160330937499999,0.654625,0.685027541311968,0.71480875,0.655125,0.6841336320249344,0.713055625,0.625,0.682597297842307,0.62987515625,0.6532500000000001,0.6916185546486164,0.71919575
1.4,510.3170144557953,cifar10,0.93525,"[0, 1, 4, 8]","[7, 9]",100.0,0.696,0.7119609438567941,0.76524003125,0.696,0.7126460340233653,0.7674970000000001,0.6953750000000001,0.7116346955796496,0.7672515625,0.662875,0.7074760643715624,0.67183984375,0.6961250000000001,0.7156852634835515,0.7698686249999999
1.5,508.71566128730774,cifar10,0.92475,"[0, 1, 4, 8]","[7, 9]",100.0,0.659125,0.6751804553026096,0.707595,0.662875,0.6772806295177967,0.7118161875,0.663125,0.6777133388566694,0.7128303125,0.6018749999999999,0.6745120014943494,0.6052116875,0.657875,0.6800834013235428,0.7120581874999999
2.1,511.09908843040466,cifar10,0.88425,"[2, 4, 7, 8]","[3, 6]",100.0,0.6925,0.709366391184573,0.7541096875,0.687125,0.7103393843725336,0.7509469375,0.682625,0.7024449629704779,0.7428849375000001,0.6856249999999999,0.7037165682528655,0.70403375,0.69425,0.7120763409016123,0.75743759375
2.2,516.196813583374,cifar10,0.88275,"[2, 4, 7, 8]","[3, 6]",100.0,0.6825,0.7040151355896574,0.7381841874999999,0.67275,0.7049322180559562,0.7316456875,0.6655,0.6958733747880159,0.7226919375,0.6768750000000001,0.6959234608985025,0.6905084687499998,0.68475,0.7051671732522796,0.7404406875
2.3,509.3921000957489,cifar10,0.87775,"[2, 4, 7, 8]","[3, 6]",100.0,0.67825,0.7034683887095095,0.7353619375,0.668,0.7058024451775664,0.729036375,0.662625,0.6963820549927641,0.7197485625,0.670875,0.6941559763795561,0.6877203749999999,0.6796249999999999,0.7038192576654113,0.7377706874999999
2.4,507.15019702911377,cifar10,0.88175,"[2, 4, 7, 8]","[3, 6]",100.0,0.672625,0.6990911814640967,0.7244167499999998,0.6617500000000001,0.6999808171877997,0.716597,0.655375,0.6931094383323683,0.707506875,0.6677500000000001,0.690986257073565,0.681287875,0.675,0.6980550536720161,0.7262410625
2.5,506.9286835193634,cifar10,0.88825,"[2, 4, 7, 8]","[3, 6]",100.0,0.707875,0.7131800854799584,0.7635577187499999,0.6976249999999999,0.7103860098101941,0.76055171875,0.692,0.7029027408349717,0.752290625,0.700125,0.7050075519925642,0.71510840625,0.707875,0.7143864598025389,0.7642999687500001
3.1,507.98328256607056,cifar10,0.85075,"[2, 3, 6, 8]","[0, 5]",100.0,0.671625,0.6813616071428571,0.7211060625,0.668625,0.6859818554287386,0.72128753125,0.666625,0.6822337042925278,0.7171743124999999,0.6608750000000001,0.6772943651057234,0.6719960625,0.6715,0.6788646029077243,0.7210926562500001
3.2,510.1409487724304,cifar10,0.85075,"[2, 3, 6, 8]","[0, 5]",100.0,0.6777500000000001,0.6834532374100719,0.724086,0.6753750000000001,0.6908198330878742,0.7272329375,0.67325,0.6873282153350393,0.7233874375,0.6673749999999999,0.6790931989924432,0.6818320625000001,0.6775,0.6810821484992101,0.723489375
3.3,508.4818868637085,cifar10,0.867,"[2, 3, 6, 8]","[0, 5]",100.0,0.6865000000000001,0.6873994638069706,0.7366154374999999,0.6872499999999999,0.692985893416928,0.7407091250000001,0.687125,0.6911836814749436,0.7380551875,0.67325,0.683770094692799,0.68464196875,0.6876249999999999,0.686970509383378,0.7402685
3.4,508.8562662601471,cifar10,0.85,"[2, 3, 6, 8]","[0, 5]",100.0,0.6809999999999999,0.6877412623891498,0.7279875000000001,0.67575,0.690930906909309,0.7312463437500001,0.6712499999999999,0.6912378303198888,0.7278889374999999,0.6665,0.6838349363946633,0.6820999375,0.68075,0.6831792162043152,0.72802525
3.5,511.35810470581055,cifar10,0.85575,"[2, 3, 6, 8]","[0, 5]",100.0,0.6896249999999999,0.6924104162029823,0.74068059375,0.6849999999999999,0.6986718920095798,0.74337575,0.682375,0.6958109559613319,0.73882125,0.680625,0.6906569825024762,0.69722475,0.689125,0.6914997082279712,0.7400462812499999
4.1,515.8954577445984,cifar10,0.82925,"[3, 5, 7, 8]","[2, 4]",100.0,0.6275,0.6859663633857183,0.68182846875,0.624125,0.6827392120075048,0.677201,0.622125,0.6771254109910757,0.6683075625,0.622,0.6711317190451658,0.6365023125,0.6276250000000001,0.6839964282170852,0.68461259375
