train_time,dataset,test_acc,inside_labels,unknown_labels,epochs,max_epochs,bayesian_prediction_std__bal_acc,bayesian_prediction_std__f1_score,bayesian_prediction_std__auc,bayesian_entropy__bal_acc,bayesian_entropy__f1_score,bayesian_entropy__auc
22.262135982513428,mnist,0.9921395234586097,"[0, 1, 4, 8]","[7, 9]",6.0,100.0,0.8415796024389696,0.8454294587171397,0.918654001948457,0.8282027316842344,0.8310276729276472,0.9027669326797747
18.54180121421814,mnist,0.9921395234586097,"[0, 1, 4, 8]","[7, 9]",5.0,100.0,0.8044639647002647,0.8136610116165879,0.8834537801909226,0.7949922283388544,0.8033520145551339,0.8676056838495937
18.461423635482788,mnist,0.9909113239990175,"[0, 1, 4, 8]","[7, 9]",5.0,100.0,0.8153378908191435,0.8233657322542288,0.8944816354517187,0.8029287807533079,0.8110705252797963,0.8795877604685386
330.7774920463562,mnist,0.9880478087649402,"[2, 4, 7, 8]","[3, 6]",99.0,100.0,0.9129801311485273,0.9114550878110713,0.9590595846196885,0.9144249355032156,0.9136261280403198,0.9670264410485547
218.4501554965973,mnist,0.9897908366533864,"[2, 4, 7, 8]","[3, 6]",65.0,100.0,0.9147445096466231,0.9132504505475856,0.9587194362490279,0.9166812559451073,0.9160895916951547,0.9661158962258535
181.04339241981506,mnist,0.9902888446215139,"[2, 4, 7, 8]","[3, 6]",54.0,100.0,0.9188461151448174,0.9176694023397577,0.9606660509356996,0.9208036887389465,0.9200142980017582,0.9695516985841495
137.15026903152466,mnist,0.9911927528938098,"[2, 3, 6, 8]","[0, 5]",41.0,100.0,0.8690068291690626,0.8688244652375171,0.9348114392564669,0.8657470958975366,0.8650624664663725,0.9294810526971292
87.3843777179718,mnist,0.9906894816305989,"[2, 3, 6, 8]","[0, 5]",26.0,100.0,0.8599956556418824,0.8584848951754143,0.9250816089366631,0.8575055392286902,0.8546790486293547,0.9195907546863955
149.98735761642456,mnist,0.9904378459989934,"[2, 3, 6, 8]","[0, 5]",45.0,100.0,0.8748229213257286,0.8709393390557715,0.9376872577386135,0.8774929104935835,0.8738578617974003,0.9384313214032763
323.2155194282532,mnist,0.9874487704918032,"[3, 5, 7, 8]","[2, 4]",99.0,100.0,0.9248912912902679,0.9233109582429755,0.9575580718227162,0.9272437774725002,0.9256276213598239,0.9741735884651529
322.39616990089417,mnist,0.9882172131147541,"[3, 5, 7, 8]","[2, 4]",99.0,100.0,0.9246094997260303,0.9235643695582864,0.9608356245632566,0.927517646253152,0.9269134568571806,0.9753702718753263
322.21489000320435,mnist,0.9802766393442623,"[3, 5, 7, 8]","[2, 4]",99.0,100.0,0.8816120650354053,0.8798663943151945,0.9320318900551,0.8859537342807412,0.8836438854327228,0.9472775946578741
68.1832389831543,mnist,0.9905561385099685,"[0, 4, 5, 6]","[1, 3]",21.0,100.0,0.9075382826936771,0.9061036791364749,0.9582816633571062,0.909561048819117,0.9083472417771097,0.9705134650357555
64.7487165927887,mnist,0.9897691500524659,"[0, 4, 5, 6]","[1, 3]",20.0,100.0,0.9145728210549366,0.9122023396897302,0.9621766690137683,0.9160326289286429,0.9140447865006606,0.9732176064286882
65.22544860839844,mnist,0.9900314795383001,"[0, 4, 5, 6]","[1, 3]",20.0,100.0,0.8943691906924228,0.8933137705466873,0.9531650055710141,0.8977854458584034,0.8971660332731746,0.9653109321384832
47.57508635520935,mnist,0.9906494819307556,"[0, 3, 6, 9]","[1, 5]",14.0,100.0,0.8134395142353188,0.8225004767338064,0.8912173834356785,0.8065569491907878,0.8149294607355099,0.8849008502255824
34.45027709007263,mnist,0.989638615112459,"[0, 3, 6, 9]","[1, 5]",10.0,100.0,0.7783797913656716,0.7947971813163871,0.8493480588638622,0.7718939119119196,0.7892201609098144,0.8431851001352186
50.80477690696716,mnist,0.9906494819307556,"[0, 3, 6, 9]","[1, 5]",15.0,100.0,0.8195604497608961,0.8254012027149583,0.8997971029704784,0.8156612164663304,0.8198603793610428,0.8954315729248787
59.057251930236816,mnist,0.9909224730127576,"[1, 6, 8, 9]","[3, 4]",17.0,100.0,0.8732440220873484,0.8763484923682697,0.9287893577470583,0.8687126422898883,0.8704893332275376,0.9269583970182004
52.303532123565674,mnist,0.9904317958783121,"[1, 6, 8, 9]","[3, 4]",15.0,100.0,0.8733974672818132,0.8755316826941668,0.9225594303353276,0.8696905617482208,0.8729341059534019,0.922250635683958
55.666696071624756,mnist,0.9899411187438666,"[1, 6, 8, 9]","[3, 4]",16.0,100.0,0.8758594803256234,0.8758110442341145,0.9317733223883546,0.8665582236913439,0.868940337382726,0.926718705231327
44.25079798698425,mnist,0.9908906882591093,"[0, 2, 4, 6]","[5, 9]",13.0,100.0,0.9186884298688311,0.9180693356981052,0.9614201195635301,0.9216055483602809,0.9212000412654873,0.9726812783056675
