experiment_name,train_time,dataset,test_acc,inside_labels,unknown_labels,epochs,pred_std__bal_acc,pred_std__f1_score,pred_std__auc,entropy__bal_acc,entropy__f1_score,entropy__auc,entropy_expectation__bal_acc,entropy_expectation__f1_score,entropy_expectation__auc,variation_ratio__bal_acc,variation_ratio__f1_score,variation_ratio__auc,classifier__bal_acc,classifier__f1_score,classifier__auc
1.1,210.26040625572205,mnist,0.995087202161631,"[0, 1, 4, 8]","[7, 9]",100.0,0.8645669522270328,0.8662709539968295,0.9282982078386137,0.8607132662254159,0.8635252399624975,0.928531950731656,0.8599392973893254,0.862817637318784,0.9277058193428414,0.7280656201561795,0.7824923239260835,0.7315938280010794,0.8596922340392854,0.8639321187838176,0.9290598682229078
1.2,208.0658938884735,mnist,0.9936133628101204,"[0, 1, 4, 8]","[7, 9]",100.0,0.8583896902541999,0.8648477738503871,0.9183920155169685,0.8580557990417221,0.8636091996488573,0.9185997869774504,0.8564665309524232,0.8623805461925748,0.9173224847850954,0.7427292942611248,0.7920777305127822,0.7447165648889459,0.8575107821674903,0.8636558851782533,0.9195567853539044
1.3,208.19348073005676,mnist,0.9943502824858758,"[0, 1, 4, 8]","[7, 9]",100.0,0.8584535701127798,0.8606372132882171,0.9252325058576152,0.8556159884143169,0.8587108121691963,0.9266318075132483,0.8551709031751451,0.8581288747827676,0.9252163486602023,0.7630956282557941,0.8042611146193446,0.7672245507099953,0.8552429605105862,0.8580399676101684,0.926650489272757
1.4,208.48379254341125,mnist,0.9945959223777942,"[0, 1, 4, 8]","[7, 9]",100.0,0.8601578344502618,0.8641558253682022,0.9181628483927249,0.8568881447039067,0.8611703555327443,0.9163624569341264,0.8559055378491092,0.8603592298315895,0.915237196493989,0.7198402228123305,0.7776990975840887,0.7219278793198729,0.8581241190200739,0.8618291239194877,0.9184509640419047
1.5,208.76359462738037,mnist,0.9941046425939573,"[0, 1, 4, 8]","[7, 9]",100.0,0.8618162421048945,0.8676493469132007,0.91518449626024,0.8595092982216628,0.864195088872551,0.9143807388029991,0.8583049224939021,0.8633825190623029,0.913395086646758,0.7480512527643214,0.7953408107829598,0.7491660424686886,0.8600112329905077,0.8657365792691312,0.9157185989286264
2.1,206.3655288219452,mnist,0.9887948207171314,"[2, 4, 7, 8]","[3, 6]",100.0,0.8996606911859056,0.893505106497996,0.940765325153569,0.9019599519803136,0.9006305132047036,0.9600624208841922,0.9020199832135761,0.9012850370151835,0.9601462799201601,0.828699450821551,0.8483376910816336,0.8294172351926954,0.9011511137073586,0.8984795815691509,0.9596705310233171
2.2,204.66262888908386,mnist,0.9895418326693227,"[2, 4, 7, 8]","[3, 6]",100.0,0.9202017610192493,0.9177765604048488,0.959475717647339,0.9225411994373058,0.9210199130145048,0.9725095199381755,0.9227609129868314,0.921150901770584,0.9727277084391518,0.8430610870017661,0.8605865235498183,0.8450189840736656,0.9137517089282897,0.9152113812201078,0.9725587193060428
2.3,207.67292499542236,mnist,0.9892928286852589,"[2, 4, 7, 8]","[3, 6]",100.0,0.9085377124721195,0.9056949861783518,0.9501587772416311,0.9094169137042871,0.9085401302628713,0.9645107319725081,0.9100504568108254,0.9086275388811035,0.9649466129505879,0.812161700631953,0.8369140214580749,0.8113996950445231,0.9067330785856185,0.906969412983361,0.9645157542142188
2.4,203.54256343841553,mnist,0.9877988047808764,"[2, 4, 7, 8]","[3, 6]",100.0,0.9084182452706657,0.904687256214415,0.9475343769344932,0.9138971914866985,0.912483060138541,0.9662086216885447,0.9147518011817387,0.9130894064954749,0.9670915751833304,0.8224217502993667,0.8435642796202014,0.8255890779511437,0.9131681621833543,0.9123841331229375,0.966440946869891
2.5,206.62957239151,mnist,0.9870517928286853,"[2, 4, 7, 8]","[3, 6]",100.0,0.9154486592770934,0.9116542622157123,0.9555731878263838,0.9149839036970827,0.9131047786996904,0.9685448321256805,0.9144756825638911,0.9126581653372094,0.9687605715087856,0.8246467175955401,0.8464824548215832,0.8272945630327296,0.9132497048549911,0.9116002452131259,0.9687587424207552
